Year	Month	Day	Hour	Minute	DOY	TOD	DEC	Ta
2019	4	4	22	30	94	22.5	94.93750	12.84
2019	4	4	23	30	94	23.5	94.97917	11.84
2019	4	5	0	30	95	0.5	95.02083	11.26
2019	4	5	1	30	95	1.5	95.06250	10.86
2019	4	5	2	30	95	2.5	95.10417	10.30
2019	4	5	3	30	95	3.5	95.14583	9.91
2019	4	5	4	30	95	4.5	95.18750	9.55
2019	4	5	5	30	95	5.5	95.22917	9.96
2019	4	5	6	30	95	6.5	95.27083	10.14
2019	4	5	7	30	95	7.5	95.31250	12.01
2019	4	5	8	30	95	8.5	95.35417	13.82
2019	4	5	9	30	95	9.5	95.39583	14.10
2019	4	5	10	30	95	10.5	95.43750	14.60
2019	4	5	11	30	95	11.5	95.47917	14.22
2019	4	5	12	30	95	12.5	95.52083	14.04
2019	4	5	13	30	95	13.5	95.56250	14.74
2019	4	5	14	30	95	14.5	95.60417	14.79
2019	4	5	15	30	95	15.5	95.64583	15.88
2019	4	5	16	30	95	16.5	95.68750	16.32
2019	4	5	17	30	95	17.5	95.72917	16.23
2019	4	5	18	30	95	18.5	95.77083	15.52
2019	4	5	19	30	95	19.5	95.81250	14.11
2019	4	5	20	30	95	20.5	95.85417	12.75
2019	4	5	21	30	95	21.5	95.89583	11.79
2019	4	5	22	30	95	22.5	95.93750	11.45
2019	4	5	23	30	95	23.5	95.97917	11.43
2019	4	6	0	30	96	0.5	96.02083	11.34
2019	4	6	1	30	96	1.5	96.06250	11.21
2019	4	6	2	30	96	2.5	96.10417	11.11
2019	4	6	3	30	96	3.5	96.14583	11.40
2019	4	6	4	30	96	4.5	96.18750	11.14
2019	4	6	5	30	96	5.5	96.22917	11.32
2019	4	6	6	30	96	6.5	96.27083	11.70
2019	4	6	7	30	96	7.5	96.31250	12.87
2019	4	6	8	30	96	8.5	96.35417	14.11
2019	4	6	9	30	96	9.5	96.39583	15.97
2019	4	6	10	30	96	10.5	96.43750	17.47
2019	4	6	11	30	96	11.5	96.47917	18.69
2019	4	6	12	30	96	12.5	96.52083	19.66
2019	4	6	13	30	96	13.5	96.56250	20.32
2019	4	6	14	30	96	14.5	96.60417	20.59
2019	4	6	15	30	96	15.5	96.64583	20.49
2019	4	6	16	30	96	16.5	96.68750	20.31
2019	4	6	17	30	96	17.5	96.72917	19.61
2019	4	6	18	30	96	18.5	96.77083	17.47
2019	4	6	19	30	96	19.5	96.81250	16.47
2019	4	6	20	30	96	20.5	96.85417	15.59
2019	4	6	21	30	96	21.5	96.89583	15.05
2019	4	6	22	30	96	22.5	96.93750	15.03
2019	4	6	23	30	96	23.5	96.97917	14.83
2019	4	7	0	30	97	0.5	97.02083	14.50
2019	4	7	1	30	97	1.5	97.06250	13.66
2019	4	7	2	30	97	2.5	97.10417	12.88
2019	4	7	3	30	97	3.5	97.14583	11.63
2019	4	7	4	30	97	4.5	97.18750	11.45
2019	4	7	5	30	97	5.5	97.22917	11.51
2019	4	7	6	30	97	6.5	97.27083	12.29
2019	4	7	7	30	97	7.5	97.31250	15.21
2019	4	7	8	30	97	8.5	97.35417	17.76
2019	4	7	9	30	97	9.5	97.39583	18.64
2019	4	7	10	30	97	10.5	97.43750	19.71
2019	4	7	11	30	97	11.5	97.47917	20.82
2019	4	7	12	30	97	12.5	97.52083	21.75
2019	4	7	13	30	97	13.5	97.56250	22.29
2019	4	7	14	30	97	14.5	97.60417	23.01
2019	4	7	15	30	97	15.5	97.64583	23.09
2019	4	7	16	30	97	16.5	97.68750	22.92
2019	4	7	17	30	97	17.5	97.72917	22.18
2019	4	7	18	30	97	18.5	97.77083	20.94
2019	4	7	19	30	97	19.5	97.81250	19.54
2019	4	7	20	30	97	20.5	97.85417	18.72
2019	4	7	21	30	97	21.5	97.89583	17.69
2019	4	7	22	30	97	22.5	97.93750	17.19
2019	4	7	23	30	97	23.5	97.97917	16.66
2019	4	8	0	30	98	0.5	98.02083	16.45
2019	4	8	1	30	98	1.5	98.06250	16.07
2019	4	8	2	30	98	2.5	98.10417	15.31
2019	4	8	3	30	98	3.5	98.14583	14.85
2019	4	8	4	30	98	4.5	98.18750	13.78
2019	4	8	5	30	98	5.5	98.22917	13.77
2019	4	8	6	30	98	6.5	98.27083	13.75
2019	4	8	7	30	98	7.5	98.31250	15.83
2019	4	8	8	30	98	8.5	98.35417	17.76
2019	4	8	9	30	98	9.5	98.39583	19.32
2019	4	8	10	30	98	10.5	98.43750	21.05
2019	4	8	11	30	98	11.5	98.47917	22.37
2019	4	8	12	30	98	12.5	98.52083	23.05
2019	4	8	13	30	98	13.5	98.56250	23.36
2019	4	8	14	30	98	14.5	98.60417	22.55
2019	4	8	15	30	98	15.5	98.64583	22.27
2019	4	8	16	30	98	16.5	98.68750	21.97
2019	4	8	17	30	98	17.5	98.72917	21.00
2019	4	8	18	30	98	18.5	98.77083	20.04
2019	4	8	19	30	98	19.5	98.81250	18.35
2019	4	8	20	30	98	20.5	98.85417	17.55
2019	4	8	21	30	98	21.5	98.89583	16.88
2019	4	8	22	30	98	22.5	98.93750	16.24
2019	4	8	23	30	98	23.5	98.97917	15.58
2019	4	9	0	30	99	0.5	99.02083	13.98
2019	4	9	1	30	99	1.5	99.06250	12.54
2019	4	9	2	30	99	2.5	99.10417	12.00
2019	4	9	3	30	99	3.5	99.14583	11.45
2019	4	9	4	30	99	4.5	99.18750	11.59
2019	4	9	5	30	99	5.5	99.22917	11.35
2019	4	9	6	30	99	6.5	99.27083	12.21
2019	4	9	7	30	99	7.5	99.31250	12.50
2019	4	9	8	30	99	8.5	99.35417	14.02
2019	4	9	9	30	99	9.5	99.39583	15.44
2019	4	9	10	30	99	10.5	99.43750	16.45
2019	4	9	11	30	99	11.5	99.47917	17.20
2019	4	9	12	30	99	12.5	99.52083	17.80
2019	4	9	13	30	99	13.5	99.56250	18.41
2019	4	9	14	30	99	14.5	99.60417	19.07
2019	4	9	15	30	99	15.5	99.64583	18.87
2019	4	9	16	30	99	16.5	99.68750	18.74
2019	4	9	17	30	99	17.5	99.72917	18.17
2019	4	9	18	30	99	18.5	99.77083	16.77
2019	4	9	19	30	99	19.5	99.81250	15.77
2019	4	9	20	30	99	20.5	99.85417	15.34
2019	4	9	21	30	99	21.5	99.89583	14.47
2019	4	9	22	30	99	22.5	99.93750	13.72
2019	4	9	23	30	99	23.5	99.97917	12.63
2019	4	10	0	30	100	0.5	100.02083	11.58
2019	4	10	1	30	100	1.5	100.06250	10.69
2019	4	10	2	30	100	2.5	100.10417	9.52
2019	4	10	3	30	100	3.5	100.14583	8.63
2019	4	10	4	30	100	4.5	100.18750	8.34
2019	4	10	5	30	100	5.5	100.22917	7.54
2019	4	10	6	30	100	6.5	100.27083	8.09
2019	4	10	7	30	100	7.5	100.31250	10.64
2019	4	10	8	30	100	8.5	100.35417	12.61
2019	4	10	9	30	100	9.5	100.39583	14.36
2019	4	10	10	30	100	10.5	100.43750	16.02
2019	4	10	11	30	100	11.5	100.47917	17.57
2019	4	10	12	30	100	12.5	100.52083	18.48
2019	4	10	13	30	100	13.5	100.56250	19.06
2019	4	10	14	30	100	14.5	100.60417	19.54
2019	4	10	15	30	100	15.5	100.64583	19.89
2019	4	10	16	30	100	16.5	100.68750	20.10
2019	4	10	17	30	100	17.5	100.72917	19.56
2019	4	10	18	30	100	18.5	100.77083	17.44
2019	4	10	19	30	100	19.5	100.81250	14.57
2019	4	10	20	30	100	20.5	100.85417	12.88
2019	4	10	21	30	100	21.5	100.89583	11.65
2019	4	10	22	30	100	22.5	100.93750	10.70
2019	4	10	23	30	100	23.5	100.97917	9.78
2019	4	11	0	30	101	0.5	101.02083	9.38
2019	4	11	1	30	101	1.5	101.06250	9.13
2019	4	11	2	30	101	2.5	101.10417	10.45
2019	4	11	3	30	101	3.5	101.14583	10.70
2019	4	11	4	30	101	4.5	101.18750	10.25
2019	4	11	5	30	101	5.5	101.22917	9.24
2019	4	11	6	30	101	6.5	101.27083	9.07
2019	4	11	7	30	101	7.5	101.31250	11.25
2019	4	11	8	30	101	8.5	101.35417	13.36
2019	4	11	9	30	101	9.5	101.39583	15.06
2019	4	11	10	30	101	10.5	101.43750	16.36
2019	4	11	11	30	101	11.5	101.47917	17.58
2019	4	11	12	30	101	12.5	101.52083	18.07
2019	4	11	13	30	101	13.5	101.56250	18.51
2019	4	11	14	30	101	14.5	101.60417	18.98
2019	4	11	15	30	101	15.5	101.64583	18.83
2019	4	11	16	30	101	16.5	101.68750	19.05
2019	4	11	17	30	101	17.5	101.72917	18.37
2019	4	11	18	30	101	18.5	101.77083	16.34
2019	4	11	19	30	101	19.5	101.81250	14.67
2019	4	11	20	30	101	20.5	101.85417	13.11
2019	4	11	21	30	101	21.5	101.89583	11.76
2019	4	11	22	30	101	22.5	101.93750	11.85
2019	4	11	23	30	101	23.5	101.97917	11.62
2019	4	12	0	30	102	0.5	102.02083	10.20
2019	4	12	1	30	102	1.5	102.06250	9.36
2019	4	12	2	30	102	2.5	102.10417	8.54
2019	4	12	3	30	102	3.5	102.14583	7.40
2019	4	12	4	30	102	4.5	102.18750	7.04
2019	4	12	5	30	102	5.5	102.22917	5.78
2019	4	12	6	30	102	6.5	102.27083	6.93
2019	4	12	7	30	102	7.5	102.31250	10.17
2019	4	12	8	30	102	8.5	102.35417	12.01
2019	4	12	9	30	102	9.5	102.39583	14.92
2019	4	12	10	30	102	10.5	102.43750	17.87
2019	4	12	11	30	102	11.5	102.47917	19.54
2019	4	12	12	30	102	12.5	102.52083	20.72
2019	4	12	13	30	102	13.5	102.56250	21.65
2019	4	12	14	30	102	14.5	102.60417	22.12
2019	4	12	15	30	102	15.5	102.64583	22.15
2019	4	12	16	30	102	16.5	102.68750	21.92
2019	4	12	17	30	102	17.5	102.72917	21.09
2019	4	12	18	30	102	18.5	102.77083	18.81
2019	4	12	19	30	102	19.5	102.81250	17.33
2019	4	12	20	30	102	20.5	102.85417	15.50
2019	4	12	21	30	102	21.5	102.89583	13.54
2019	4	12	22	30	102	22.5	102.93750	11.56
2019	4	12	23	30	102	23.5	102.97917	10.14
2019	4	13	0	30	103	0.5	103.02083	9.85
2019	4	13	1	30	103	1.5	103.06250	8.95
2019	4	13	2	30	103	2.5	103.10417	8.77
2019	4	13	3	30	103	3.5	103.14583	8.05
2019	4	13	4	30	103	4.5	103.18750	8.19
2019	4	13	5	30	103	5.5	103.22917	8.42
2019	4	13	6	30	103	6.5	103.27083	10.27
2019	4	13	7	30	103	7.5	103.31250	13.57
2019	4	13	8	30	103	8.5	103.35417	16.01
2019	4	13	9	30	103	9.5	103.39583	17.67
2019	4	13	10	30	103	10.5	103.43750	19.18
2019	4	13	11	30	103	11.5	103.47917	20.39
2019	4	13	12	30	103	12.5	103.52083	21.42
2019	4	13	13	30	103	13.5	103.56250	22.22
2019	4	13	14	30	103	14.5	103.60417	23.05
2019	4	13	15	30	103	15.5	103.64583	23.58
2019	4	13	16	30	103	16.5	103.68750	23.62
2019	4	13	17	30	103	17.5	103.72917	23.01
2019	4	13	18	30	103	18.5	103.77083	21.24
2019	4	13	19	30	103	19.5	103.81250	18.67
2019	4	13	20	30	103	20.5	103.85417	17.06
2019	4	13	21	30	103	21.5	103.89583	14.88
2019	4	13	22	30	103	22.5	103.93750	13.51
2019	4	13	23	30	103	23.5	103.97917	12.90
2019	4	14	0	30	104	0.5	104.02083	12.37
2019	4	14	1	30	104	1.5	104.06250	11.85
2019	4	14	2	30	104	2.5	104.10417	11.16
2019	4	14	3	30	104	3.5	104.14583	10.63
2019	4	14	4	30	104	4.5	104.18750	9.71
2019	4	14	5	30	104	5.5	104.22917	9.12
2019	4	14	6	30	104	6.5	104.27083	10.63
2019	4	14	7	30	104	7.5	104.31250	13.84
2019	4	14	8	30	104	8.5	104.35417	16.01
2019	4	14	9	30	104	9.5	104.39583	17.92
2019	4	14	10	30	104	10.5	104.43750	19.73
2019	4	14	11	30	104	11.5	104.47917	21.32
2019	4	14	12	30	104	12.5	104.52083	22.37
2019	4	14	13	30	104	13.5	104.56250	22.22
2019	4	14	14	30	104	14.5	104.60417	22.50
2019	4	14	15	30	104	15.5	104.64583	21.79
2019	4	14	16	30	104	16.5	104.68750	20.05
2019	4	14	17	30	104	17.5	104.72917	18.73
2019	4	14	18	30	104	18.5	104.77083	16.98
2019	4	14	19	30	104	19.5	104.81250	15.60
2019	4	14	20	30	104	20.5	104.85417	15.17
2019	4	14	21	30	104	21.5	104.89583	15.11
2019	4	14	22	30	104	22.5	104.93750	14.86
2019	4	14	23	30	104	23.5	104.97917	14.26
2019	4	15	0	30	105	0.5	105.02083	13.71
2019	4	15	1	30	105	1.5	105.06250	13.13
2019	4	15	2	30	105	2.5	105.10417	12.50
2019	4	15	3	30	105	3.5	105.14583	12.06
2019	4	15	4	30	105	4.5	105.18750	11.43
2019	4	15	5	30	105	5.5	105.22917	10.36
2019	4	15	6	30	105	6.5	105.27083	11.31
2019	4	15	7	30	105	7.5	105.31250	12.20
2019	4	15	8	30	105	8.5	105.35417	12.97
2019	4	15	9	30	105	9.5	105.39583	14.44
2019	4	15	10	30	105	10.5	105.43750	15.19
2019	4	15	11	30	105	11.5	105.47917	14.21
2019	4	15	12	30	105	12.5	105.52083	14.34
2019	4	15	13	30	105	13.5	105.56250	14.64
2019	4	15	14	30	105	14.5	105.60417	14.60
2019	4	15	15	30	105	15.5	105.64583	13.45
2019	4	15	16	30	105	16.5	105.68750	11.58
2019	4	15	17	30	105	17.5	105.72917	10.91
2019	4	15	18	30	105	18.5	105.77083	10.12
2019	4	15	19	30	105	19.5	105.81250	9.85
2019	4	15	20	30	105	20.5	105.85417	10.00
2019	4	15	21	30	105	21.5	105.89583	10.52
2019	4	15	22	30	105	22.5	105.93750	10.74
2019	4	15	23	30	105	23.5	105.97917	10.85
2019	4	16	0	30	106	0.5	106.02083	10.97
2019	4	16	1	30	106	1.5	106.06250	10.83
2019	4	16	2	30	106	2.5	106.10417	11.23
2019	4	16	3	30	106	3.5	106.14583	11.59
2019	4	16	4	30	106	4.5	106.18750	11.45
2019	4	16	5	30	106	5.5	106.22917	11.27
2019	4	16	6	30	106	6.5	106.27083	11.42
2019	4	16	7	30	106	7.5	106.31250	11.80
2019	4	16	8	30	106	8.5	106.35417	12.41
2019	4	16	9	30	106	9.5	106.39583	13.36
2019	4	16	10	30	106	10.5	106.43750	14.28
2019	4	16	11	30	106	11.5	106.47917	15.33
2019	4	16	12	30	106	12.5	106.52083	15.98
2019	4	16	13	30	106	13.5	106.56250	16.89
2019	4	16	14	30	106	14.5	106.60417	17.68
2019	4	16	15	30	106	15.5	106.64583	18.48
2019	4	16	16	30	106	16.5	106.68750	18.56
2019	4	16	17	30	106	17.5	106.72917	18.30
2019	4	16	18	30	106	18.5	106.77083	16.88
2019	4	16	19	30	106	19.5	106.81250	15.03
2019	4	16	20	30	106	20.5	106.85417	13.56
2019	4	16	21	30	106	21.5	106.89583	12.79
2019	4	16	22	30	106	22.5	106.93750	11.53
2019	4	16	23	30	106	23.5	106.97917	11.17
2019	4	17	0	30	107	0.5	107.02083	-9999.00
2019	4	17	1	30	107	1.5	107.06250	-9999.00
2019	4	17	2	30	107	2.5	107.10417	-9999.00
2019	4	17	3	30	107	3.5	107.14583	-9999.00
2019	4	17	4	30	107	4.5	107.18750	-9999.00
2019	4	17	5	30	107	5.5	107.22917	-9999.00
2019	4	17	6	30	107	6.5	107.27083	-9999.00
2019	4	17	7	30	107	7.5	107.31250	-9999.00
2019	4	17	8	30	107	8.5	107.35417	14.74
2019	4	17	9	30	107	9.5	107.39583	16.38
2019	4	17	10	30	107	10.5	107.43750	17.93
2019	4	17	11	30	107	11.5	107.47917	19.42
2019	4	17	12	30	107	12.5	107.52083	20.19
2019	4	17	13	30	107	13.5	107.56250	21.09
2019	4	17	14	30	107	14.5	107.60417	21.87
2019	4	17	15	30	107	15.5	107.64583	22.44
2019	4	17	16	30	107	16.5	107.68750	22.68
2019	4	17	17	30	107	17.5	107.72917	22.65
2019	4	17	18	30	107	18.5	107.77083	21.54
2019	4	17	19	30	107	19.5	107.81250	18.78
2019	4	17	20	30	107	20.5	107.85417	16.90
2019	4	17	21	30	107	21.5	107.89583	15.28
2019	4	17	22	30	107	22.5	107.93750	14.33
2019	4	17	23	30	107	23.5	107.97917	13.90
2019	4	18	0	30	108	0.5	108.02083	13.21
2019	4	18	1	30	108	1.5	108.06250	12.99
2019	4	18	2	30	108	2.5	108.10417	12.69
2019	4	18	3	30	108	3.5	108.14583	12.06
2019	4	18	4	30	108	4.5	108.18750	11.35
2019	4	18	5	30	108	5.5	108.22917	11.04
2019	4	18	6	30	108	6.5	108.27083	12.49
2019	4	18	7	30	108	7.5	108.31250	16.11
2019	4	18	8	30	108	8.5	108.35417	18.32
2019	4	18	9	30	108	9.5	108.39583	20.33
2019	4	18	10	30	108	10.5	108.43750	22.19
2019	4	18	11	30	108	11.5	108.47917	23.57
2019	4	18	12	30	108	12.5	108.52083	24.49
2019	4	18	13	30	108	13.5	108.56250	25.54
2019	4	18	14	30	108	14.5	108.60417	26.01
2019	4	18	15	30	108	15.5	108.64583	26.25
2019	4	18	16	30	108	16.5	108.68750	26.21
2019	4	18	17	30	108	17.5	108.72917	25.93
2019	4	18	18	30	108	18.5	108.77083	24.52
2019	4	18	19	30	108	19.5	108.81250	21.60
2019	4	18	20	30	108	20.5	108.85417	19.78
2019	4	18	21	30	108	21.5	108.89583	18.93
2019	4	18	22	30	108	22.5	108.93750	18.11
2019	4	18	23	30	108	23.5	108.97917	17.03
2019	4	19	0	30	109	0.5	109.02083	16.25
2019	4	19	1	30	109	1.5	109.06250	15.40
2019	4	19	2	30	109	2.5	109.10417	14.84
2019	4	19	3	30	109	3.5	109.14583	14.11
2019	4	19	4	30	109	4.5	109.18750	13.82
2019	4	19	5	30	109	5.5	109.22917	12.96
2019	4	19	6	30	109	6.5	109.27083	14.40
2019	4	19	7	30	109	7.5	109.31250	17.21
2019	4	19	8	30	109	8.5	109.35417	19.92
2019	4	19	9	30	109	9.5	109.39583	21.29
2019	4	19	10	30	109	10.5	109.43750	22.74
2019	4	19	11	30	109	11.5	109.47917	24.78
2019	4	19	12	30	109	12.5	109.52083	25.56
2019	4	19	13	30	109	13.5	109.56250	26.52
2019	4	19	14	30	109	14.5	109.60417	26.98
2019	4	19	15	30	109	15.5	109.64583	27.13
2019	4	19	16	30	109	16.5	109.68750	26.94
2019	4	19	17	30	109	17.5	109.72917	25.83
2019	4	19	18	30	109	18.5	109.77083	22.98
2019	4	19	19	30	109	19.5	109.81250	20.90
2019	4	19	20	30	109	20.5	109.85417	18.92
2019	4	19	21	30	109	21.5	109.89583	16.62
2019	4	19	22	30	109	22.5	109.93750	15.43
2019	4	19	23	30	109	23.5	109.97917	14.62
2019	4	20	0	30	110	0.5	110.02083	13.91
2019	4	20	1	30	110	1.5	110.06250	13.51
2019	4	20	2	30	110	2.5	110.10417	13.40
2019	4	20	3	30	110	3.5	110.14583	13.11
2019	4	20	4	30	110	4.5	110.18750	12.73
2019	4	20	5	30	110	5.5	110.22917	12.41
2019	4	20	6	30	110	6.5	110.27083	12.88
2019	4	20	7	30	110	7.5	110.31250	14.08
2019	4	20	8	30	110	8.5	110.35417	14.85
2019	4	20	9	30	110	9.5	110.39583	15.87
2019	4	20	10	30	110	10.5	110.43750	17.76
2019	4	20	11	30	110	11.5	110.47917	19.10
2019	4	20	12	30	110	12.5	110.52083	19.99
2019	4	20	13	30	110	13.5	110.56250	20.12
2019	4	20	14	30	110	14.5	110.60417	20.10
2019	4	20	15	30	110	15.5	110.64583	19.44
2019	4	20	16	30	110	16.5	110.68750	17.99
2019	4	20	17	30	110	17.5	110.72917	16.68
2019	4	20	18	30	110	18.5	110.77083	14.68
2019	4	20	19	30	110	19.5	110.81250	12.82
2019	4	20	20	30	110	20.5	110.85417	11.89
2019	4	20	21	30	110	21.5	110.89583	11.01
2019	4	20	22	30	110	22.5	110.93750	10.32
2019	4	20	23	30	110	23.5	110.97917	9.75
2019	4	21	0	30	111	0.5	111.02083	9.10
2019	4	21	1	30	111	1.5	111.06250	8.55
2019	4	21	2	30	111	2.5	111.10417	8.11
2019	4	21	3	30	111	3.5	111.14583	-9999.00
2019	4	21	4	30	111	4.5	111.18750	-9999.00
2019	4	21	5	30	111	5.5	111.22917	-9999.00
2019	4	21	6	30	111	6.5	111.27083	-9999.00
2019	4	21	7	30	111	7.5	111.31250	11.67
2019	4	21	8	30	111	8.5	111.35417	13.78
2019	4	21	9	30	111	9.5	111.39583	15.64
2019	4	21	10	30	111	10.5	111.43750	17.67
2019	4	21	11	30	111	11.5	111.47917	19.60
2019	4	21	12	30	111	12.5	111.52083	21.18
2019	4	21	13	30	111	13.5	111.56250	22.78
2019	4	21	14	30	111	14.5	111.60417	23.50
2019	4	21	15	30	111	15.5	111.64583	23.85
2019	4	21	16	30	111	16.5	111.68750	23.83
2019	4	21	17	30	111	17.5	111.72917	23.26
2019	4	21	18	30	111	18.5	111.77083	20.54
2019	4	21	19	30	111	19.5	111.81250	17.82
2019	4	21	20	30	111	20.5	111.85417	16.16
2019	4	21	21	30	111	21.5	111.89583	15.10
2019	4	21	22	30	111	22.5	111.93750	13.82
2019	4	21	23	30	111	23.5	111.97917	12.48
2019	4	22	0	30	112	0.5	112.02083	11.25
2019	4	22	1	30	112	1.5	112.06250	10.49
2019	4	22	2	30	112	2.5	112.10417	9.80
2019	4	22	3	30	112	3.5	112.14583	9.88
2019	4	22	4	30	112	4.5	112.18750	10.13
2019	4	22	5	30	112	5.5	112.22917	9.40
2019	4	22	6	30	112	6.5	112.27083	12.06
2019	4	22	7	30	112	7.5	112.31250	14.44
2019	4	22	8	30	112	8.5	112.35417	17.06
2019	4	22	9	30	112	9.5	112.39583	19.97
2019	4	22	10	30	112	10.5	112.43750	22.71
2019	4	22	11	30	112	11.5	112.47917	25.57
2019	4	22	12	30	112	12.5	112.52083	26.55
2019	4	22	13	30	112	13.5	112.56250	27.47
2019	4	22	14	30	112	14.5	112.60417	27.89
2019	4	22	15	30	112	15.5	112.64583	28.33
2019	4	22	16	30	112	16.5	112.68750	28.27
2019	4	22	17	30	112	17.5	112.72917	27.25
2019	4	22	18	30	112	18.5	112.77083	24.51
2019	4	22	19	30	112	19.5	112.81250	21.44
2019	4	22	20	30	112	20.5	112.85417	18.78
2019	4	22	21	30	112	21.5	112.89583	18.52
2019	4	22	22	30	112	22.5	112.93750	16.71
2019	4	22	23	30	112	23.5	112.97917	16.28
2019	4	23	0	30	113	0.5	113.02083	14.81
2019	4	23	1	30	113	1.5	113.06250	12.78
2019	4	23	2	30	113	2.5	113.10417	12.33
2019	4	23	3	30	113	3.5	113.14583	11.15
2019	4	23	4	30	113	4.5	113.18750	11.12
2019	4	23	5	30	113	5.5	113.22917	11.68
2019	4	23	6	30	113	6.5	113.27083	13.98
2019	4	23	7	30	113	7.5	113.31250	17.62
2019	4	23	8	30	113	8.5	113.35417	21.04
2019	4	23	9	30	113	9.5	113.39583	23.37
2019	4	23	10	30	113	10.5	113.43750	24.58
2019	4	23	11	30	113	11.5	113.47917	25.80
2019	4	23	12	30	113	12.5	113.52083	26.84
2019	4	23	13	30	113	13.5	113.56250	27.56
2019	4	23	14	30	113	14.5	113.60417	28.13
2019	4	23	15	30	113	15.5	113.64583	28.39
2019	4	23	16	30	113	16.5	113.68750	28.30
2019	4	23	17	30	113	17.5	113.72917	28.36
2019	4	23	18	30	113	18.5	113.77083	26.92
2019	4	23	19	30	113	19.5	113.81250	23.50
2019	4	23	20	30	113	20.5	113.85417	21.08
2019	4	23	21	30	113	21.5	113.89583	19.68
2019	4	23	22	30	113	22.5	113.93750	19.38
2019	4	23	23	30	113	23.5	113.97917	18.82
2019	4	24	0	30	114	0.5	114.02083	18.23
2019	4	24	1	30	114	1.5	114.06250	18.21
2019	4	24	2	30	114	2.5	114.10417	17.73
2019	4	24	3	30	114	3.5	114.14583	16.49
2019	4	24	4	30	114	4.5	114.18750	15.62
2019	4	24	5	30	114	5.5	114.22917	15.48
2019	4	24	6	30	114	6.5	114.27083	18.06
2019	4	24	7	30	114	7.5	114.31250	21.53
2019	4	24	8	30	114	8.5	114.35417	24.30
2019	4	24	9	30	114	9.5	114.39583	25.76
2019	4	24	10	30	114	10.5	114.43750	27.13
2019	4	24	11	30	114	11.5	114.47917	28.01
2019	4	24	12	30	114	12.5	114.52083	29.04
2019	4	24	13	30	114	13.5	114.56250	29.82
2019	4	24	14	30	114	14.5	114.60417	30.53
2019	4	24	15	30	114	15.5	114.64583	30.71
2019	4	24	16	30	114	16.5	114.68750	30.72
2019	4	24	17	30	114	17.5	114.72917	30.09
2019	4	24	18	30	114	18.5	114.77083	28.66
2019	4	24	19	30	114	19.5	114.81250	25.38
2019	4	24	20	30	114	20.5	114.85417	22.98
2019	4	24	21	30	114	21.5	114.89583	21.20
2019	4	24	22	30	114	22.5	114.93750	20.16
2019	4	24	23	30	114	23.5	114.97917	19.34
2019	4	25	0	30	115	0.5	115.02083	18.75
2019	4	25	1	30	115	1.5	115.06250	17.82
2019	4	25	2	30	115	2.5	115.10417	16.42
2019	4	25	3	30	115	3.5	115.14583	15.79
2019	4	25	4	30	115	4.5	115.18750	15.33
2019	4	25	5	30	115	5.5	115.22917	15.08
2019	4	25	6	30	115	6.5	115.27083	18.02
2019	4	25	7	30	115	7.5	115.31250	21.65
2019	4	25	8	30	115	8.5	115.35417	22.75
2019	4	25	9	30	115	9.5	115.39583	24.44
2019	4	25	10	30	115	10.5	115.43750	26.10
2019	4	25	11	30	115	11.5	115.47917	27.56
2019	4	25	12	30	115	12.5	115.52083	28.58
2019	4	25	13	30	115	13.5	115.56250	29.37
2019	4	25	14	30	115	14.5	115.60417	29.91
2019	4	25	15	30	115	15.5	115.64583	30.13
2019	4	25	16	30	115	16.5	115.68750	29.87
2019	4	25	17	30	115	17.5	115.72917	28.41
2019	4	25	18	30	115	18.5	115.77083	25.69
2019	4	25	19	30	115	19.5	115.81250	22.00
2019	4	25	20	30	115	20.5	115.85417	19.92
2019	4	25	21	30	115	21.5	115.89583	19.03
2019	4	25	22	30	115	22.5	115.93750	18.07
2019	4	25	23	30	115	23.5	115.97917	15.57
2019	4	26	0	30	116	0.5	116.02083	14.35
2019	4	26	1	30	116	1.5	116.06250	13.00
2019	4	26	2	30	116	2.5	116.10417	11.78
2019	4	26	3	30	116	3.5	116.14583	11.25
2019	4	26	4	30	116	4.5	116.18750	11.06
2019	4	26	5	30	116	5.5	116.22917	10.45
2019	4	26	6	30	116	6.5	116.27083	13.87
2019	4	26	7	30	116	7.5	116.31250	16.73
2019	4	26	8	30	116	8.5	116.35417	18.34
2019	4	26	9	30	116	9.5	116.39583	20.18
2019	4	26	10	30	116	10.5	116.43750	21.63
2019	4	26	11	30	116	11.5	116.47917	23.76
2019	4	26	12	30	116	12.5	116.52083	25.22
2019	4	26	13	30	116	13.5	116.56250	26.20
2019	4	26	14	30	116	14.5	116.60417	27.03
2019	4	26	15	30	116	15.5	116.64583	27.64
2019	4	26	16	30	116	16.5	116.68750	27.95
2019	4	26	17	30	116	17.5	116.72917	27.66
2019	4	26	18	30	116	18.5	116.77083	26.40
2019	4	26	19	30	116	19.5	116.81250	23.18
2019	4	26	20	30	116	20.5	116.85417	21.68
2019	4	26	21	30	116	21.5	116.89583	18.88
2019	4	26	22	30	116	22.5	116.93750	16.89
2019	4	26	23	30	116	23.5	116.97917	15.36
2019	4	27	0	30	117	0.5	117.02083	14.20
2019	4	27	1	30	117	1.5	117.06250	13.85
2019	4	27	2	30	117	2.5	117.10417	12.91
2019	4	27	3	30	117	3.5	117.14583	12.17
2019	4	27	4	30	117	4.5	117.18750	11.36
2019	4	27	5	30	117	5.5	117.22917	10.62
