Year	Month	Day	Hour	Minute	DOY	TOD	DEC	Ta
2019	1	1	0	30	1	0.5	1.02083	3.51
2019	1	1	1	30	1	1.5	1.06250	2.66
2019	1	1	2	30	1	2.5	1.10417	2.94
2019	1	1	3	30	1	3.5	1.14583	3.17
2019	1	1	4	30	1	4.5	1.18750	2.03
2019	1	1	5	30	1	5.5	1.22917	1.41
2019	1	1	6	30	1	6.5	1.27083	0.75
2019	1	1	7	30	1	7.5	1.31250	0.48
2019	1	1	8	30	1	8.5	1.35417	1.60
2019	1	1	9	30	1	9.5	1.39583	3.94
2019	1	1	10	30	1	10.5	1.43750	6.04
2019	1	1	11	30	1	11.5	1.47917	7.79
2019	1	1	12	30	1	12.5	1.52083	9.51
2019	1	1	13	30	1	13.5	1.56250	10.39
2019	1	1	14	30	1	14.5	1.60417	9.66
2019	1	1	15	30	1	15.5	1.64583	9.57
2019	1	1	16	30	1	16.5	1.68750	8.78
2019	1	1	17	30	1	17.5	1.72917	6.71
2019	1	1	18	30	1	18.5	1.77083	5.69
2019	1	1	19	30	1	19.5	1.81250	5.06
2019	1	1	20	30	1	20.5	1.85417	3.87
2019	1	1	21	30	1	21.5	1.89583	2.57
2019	1	1	22	30	1	22.5	1.93750	1.76
2019	1	1	23	30	1	23.5	1.97917	1.96
2019	1	2	0	30	2	0.5	2.02083	1.65
2019	1	2	1	30	2	1.5	2.06250	1.23
2019	1	2	2	30	2	2.5	2.10417	1.43
2019	1	2	3	30	2	3.5	2.14583	1.08
2019	1	2	4	30	2	4.5	2.18750	0.70
2019	1	2	5	30	2	5.5	2.22917	0.48
2019	1	2	6	30	2	6.5	2.27083	-0.15
2019	1	2	7	30	2	7.5	2.31250	-0.64
2019	1	2	8	30	2	8.5	2.35417	0.79
2019	1	2	9	30	2	9.5	2.39583	3.57
2019	1	2	10	30	2	10.5	2.43750	6.73
2019	1	2	11	30	2	11.5	2.47917	8.13
2019	1	2	12	30	2	12.5	2.52083	9.49
2019	1	2	13	30	2	13.5	2.56250	10.35
2019	1	2	14	30	2	14.5	2.60417	10.89
2019	1	2	15	30	2	15.5	2.64583	11.07
2019	1	2	16	30	2	16.5	2.68750	10.62
2019	1	2	17	30	2	17.5	2.72917	7.68
2019	1	2	18	30	2	18.5	2.77083	4.83
2019	1	2	19	30	2	19.5	2.81250	3.73
2019	1	2	20	30	2	20.5	2.85417	3.58
2019	1	2	21	30	2	21.5	2.89583	2.90
2019	1	2	22	30	2	22.5	2.93750	2.38
2019	1	2	23	30	2	23.5	2.97917	1.72
2019	1	3	0	30	3	0.5	3.02083	1.80
2019	1	3	1	30	3	1.5	3.06250	1.89
2019	1	3	2	30	3	2.5	3.10417	1.54
2019	1	3	3	30	3	3.5	3.14583	0.96
2019	1	3	4	30	3	4.5	3.18750	0.33
2019	1	3	5	30	3	5.5	3.22917	0.67
2019	1	3	6	30	3	6.5	3.27083	-0.01
2019	1	3	7	30	3	7.5	3.31250	-1.10
2019	1	3	8	30	3	8.5	3.35417	1.40
2019	1	3	9	30	3	9.5	3.39583	5.38
2019	1	3	10	30	3	10.5	3.43750	7.67
2019	1	3	11	30	3	11.5	3.47917	9.43
2019	1	3	12	30	3	12.5	3.52083	10.70
2019	1	3	13	30	3	13.5	3.56250	11.61
2019	1	3	14	30	3	14.5	3.60417	12.10
2019	1	3	15	30	3	15.5	3.64583	11.83
2019	1	3	16	30	3	16.5	3.68750	10.58
2019	1	3	17	30	3	17.5	3.72917	8.01
2019	1	3	18	30	3	18.5	3.77083	5.83
2019	1	3	19	30	3	19.5	3.81250	4.20
2019	1	3	20	30	3	20.5	3.85417	2.93
2019	1	3	21	30	3	21.5	3.89583	2.05
2019	1	3	22	30	3	22.5	3.93750	-9999.00
2019	1	3	23	30	3	23.5	3.97917	-9999.00
2019	1	4	0	30	4	0.5	4.02083	-9999.00
2019	1	4	1	30	4	1.5	4.06250	-9999.00
2019	1	4	2	30	4	2.5	4.10417	-9999.00
2019	1	4	3	30	4	3.5	4.14583	-9999.00
2019	1	4	4	30	4	4.5	4.18750	-9999.00
2019	1	4	5	30	4	5.5	4.22917	-9999.00
2019	1	4	6	30	4	6.5	4.27083	-9999.00
2019	1	4	7	30	4	7.5	4.31250	-0.04
2019	1	4	8	30	4	8.5	4.35417	1.97
2019	1	4	9	30	4	9.5	4.39583	3.75
2019	1	4	10	30	4	10.5	4.43750	7.78
2019	1	4	11	30	4	11.5	4.47917	10.88
2019	1	4	12	30	4	12.5	4.52083	11.99
2019	1	4	13	30	4	13.5	4.56250	12.86
2019	1	4	14	30	4	14.5	4.60417	13.39
2019	1	4	15	30	4	15.5	4.64583	13.62
2019	1	4	16	30	4	16.5	4.68750	13.25
2019	1	4	17	30	4	17.5	4.72917	9.58
2019	1	4	18	30	4	18.5	4.77083	6.47
2019	1	4	19	30	4	19.5	4.81250	4.58
2019	1	4	20	30	4	20.5	4.85417	3.76
2019	1	4	21	30	4	21.5	4.89583	2.50
2019	1	4	22	30	4	22.5	4.93750	3.02
2019	1	4	23	30	4	23.5	4.97917	1.41
2019	1	5	0	30	5	0.5	5.02083	1.50
2019	1	5	1	30	5	1.5	5.06250	2.23
2019	1	5	2	30	5	2.5	5.10417	3.19
2019	1	5	3	30	5	3.5	5.14583	2.57
2019	1	5	4	30	5	4.5	5.18750	2.74
2019	1	5	5	30	5	5.5	5.22917	2.97
2019	1	5	6	30	5	6.5	5.27083	3.40
2019	1	5	7	30	5	7.5	5.31250	4.51
2019	1	5	8	30	5	8.5	5.35417	7.18
2019	1	5	9	30	5	9.5	5.39583	10.05
2019	1	5	10	30	5	10.5	5.43750	10.61
2019	1	5	11	30	5	11.5	5.47917	9.88
2019	1	5	12	30	5	12.5	5.52083	10.21
2019	1	5	13	30	5	13.5	5.56250	10.56
2019	1	5	14	30	5	14.5	5.60417	10.96
2019	1	5	15	30	5	15.5	5.64583	11.04
2019	1	5	16	30	5	16.5	5.68750	10.26
2019	1	5	17	30	5	17.5	5.72917	-9999.00
2019	1	5	18	30	5	18.5	5.77083	-9999.00
2019	1	5	19	30	5	19.5	5.81250	-9999.00
2019	1	5	20	30	5	20.5	5.85417	10.17
2019	1	5	21	30	5	21.5	5.89583	8.83
2019	1	5	22	30	5	22.5	5.93750	8.56
2019	1	5	23	30	5	23.5	5.97917	8.48
2019	1	6	0	30	6	0.5	6.02083	8.18
2019	1	6	1	30	6	1.5	6.06250	7.88
2019	1	6	2	30	6	2.5	6.10417	7.74
2019	1	6	3	30	6	3.5	6.14583	7.92
2019	1	6	4	30	6	4.5	6.18750	7.87
2019	1	6	5	30	6	5.5	6.22917	7.75
2019	1	6	6	30	6	6.5	6.27083	8.25
2019	1	6	7	30	6	7.5	6.31250	8.81
2019	1	6	8	30	6	8.5	6.35417	9.16
2019	1	6	9	30	6	9.5	6.39583	9.02
2019	1	6	10	30	6	10.5	6.43750	-9999.00
2019	1	6	11	30	6	11.5	6.47917	-9999.00
2019	1	6	12	30	6	12.5	6.52083	-9999.00
2019	1	6	13	30	6	13.5	6.56250	-9999.00
2019	1	6	14	30	6	14.5	6.60417	-9999.00
2019	1	6	15	30	6	15.5	6.64583	-9999.00
2019	1	6	16	30	6	16.5	6.68750	-9999.00
2019	1	6	17	30	6	17.5	6.72917	-9999.00
2019	1	6	18	30	6	18.5	6.77083	-9999.00
2019	1	6	19	30	6	19.5	6.81250	-9999.00
2019	1	6	20	30	6	20.5	6.85417	-9999.00
2019	1	6	21	30	6	21.5	6.89583	-9999.00
2019	1	6	22	30	6	22.5	6.93750	-9999.00
2019	1	6	23	30	6	23.5	6.97917	-9999.00
2019	1	7	0	30	7	0.5	7.02083	-9999.00
2019	1	7	1	30	7	1.5	7.06250	-9999.00
2019	1	7	2	30	7	2.5	7.10417	11.17
2019	1	7	3	30	7	3.5	7.14583	11.12
2019	1	7	4	30	7	4.5	7.18750	11.02
2019	1	7	5	30	7	5.5	7.22917	10.99
2019	1	7	6	30	7	6.5	7.27083	10.97
2019	1	7	7	30	7	7.5	7.31250	10.72
2019	1	7	8	30	7	8.5	7.35417	10.90
2019	1	7	9	30	7	9.5	7.39583	11.63
2019	1	7	10	30	7	10.5	7.43750	12.53
2019	1	7	11	30	7	11.5	7.47917	13.44
2019	1	7	12	30	7	12.5	7.52083	14.15
2019	1	7	13	30	7	13.5	7.56250	15.01
2019	1	7	14	30	7	14.5	7.60417	15.71
2019	1	7	15	30	7	15.5	7.64583	15.85
2019	1	7	16	30	7	16.5	7.68750	15.41
2019	1	7	17	30	7	17.5	7.72917	14.20
2019	1	7	18	30	7	18.5	7.77083	12.95
2019	1	7	19	30	7	19.5	7.81250	12.12
2019	1	7	20	30	7	20.5	7.85417	11.76
2019	1	7	21	30	7	21.5	7.89583	11.45
2019	1	7	22	30	7	22.5	7.93750	11.17
2019	1	7	23	30	7	23.5	7.97917	10.41
2019	1	8	0	30	8	0.5	8.02083	10.07
2019	1	8	1	30	8	1.5	8.06250	9.68
2019	1	8	2	30	8	2.5	8.10417	9.48
2019	1	8	3	30	8	3.5	8.14583	9.29
2019	1	8	4	30	8	4.5	8.18750	9.17
2019	1	8	5	30	8	5.5	8.22917	-9999.00
2019	1	8	6	30	8	6.5	8.27083	-9999.00
2019	1	8	7	30	8	7.5	8.31250	-9999.00
2019	1	8	8	30	8	8.5	8.35417	-9999.00
2019	1	8	9	30	8	9.5	8.39583	9.31
2019	1	8	10	30	8	10.5	8.43750	10.77
2019	1	8	11	30	8	11.5	8.47917	13.36
2019	1	8	12	30	8	12.5	8.52083	13.45
2019	1	8	13	30	8	13.5	8.56250	13.14
2019	1	8	14	30	8	14.5	8.60417	13.85
2019	1	8	15	30	8	15.5	8.64583	13.46
2019	1	8	16	30	8	16.5	8.68750	13.11
2019	1	8	17	30	8	17.5	8.72917	12.95
2019	1	8	18	30	8	18.5	8.77083	12.96
2019	1	8	19	30	8	19.5	8.81250	12.65
2019	1	8	20	30	8	20.5	8.85417	14.83
2019	1	8	21	30	8	21.5	8.89583	15.59
2019	1	8	22	30	8	22.5	8.93750	15.56
2019	1	8	23	30	8	23.5	8.97917	15.17
2019	1	9	0	30	9	0.5	9.02083	15.02
2019	1	9	1	30	9	1.5	9.06250	15.03
2019	1	9	2	30	9	2.5	9.10417	-9999.00
2019	1	9	3	30	9	3.5	9.14583	-9999.00
2019	1	9	4	30	9	4.5	9.18750	-9999.00
2019	1	9	5	30	9	5.5	9.22917	-9999.00
2019	1	9	6	30	9	6.5	9.27083	14.68
2019	1	9	7	30	9	7.5	9.31250	14.33
2019	1	9	8	30	9	8.5	9.35417	13.15
2019	1	9	9	30	9	9.5	9.39583	13.44
2019	1	9	10	30	9	10.5	9.43750	14.38
2019	1	9	11	30	9	11.5	9.47917	15.18
2019	1	9	12	30	9	12.5	9.52083	15.95
2019	1	9	13	30	9	13.5	9.56250	16.27
2019	1	9	14	30	9	14.5	9.60417	16.04
2019	1	9	15	30	9	15.5	9.64583	15.27
2019	1	9	16	30	9	16.5	9.68750	14.61
2019	1	9	17	30	9	17.5	9.72917	14.10
2019	1	9	18	30	9	18.5	9.77083	13.70
2019	1	9	19	30	9	19.5	9.81250	13.44
2019	1	9	20	30	9	20.5	9.85417	13.20
2019	1	9	21	30	9	21.5	9.89583	13.06
2019	1	9	22	30	9	22.5	9.93750	12.83
2019	1	9	23	30	9	23.5	9.97917	12.37
2019	1	10	0	30	10	0.5	10.02083	-9999.00
2019	1	10	1	30	10	1.5	10.06250	-9999.00
2019	1	10	2	30	10	2.5	10.10417	-9999.00
2019	1	10	3	30	10	3.5	10.14583	-9999.00
2019	1	10	4	30	10	4.5	10.18750	-9999.00
2019	1	10	5	30	10	5.5	10.22917	-9999.00
2019	1	10	6	30	10	6.5	10.27083	5.52
2019	1	10	7	30	10	7.5	10.31250	5.05
2019	1	10	8	30	10	8.5	10.35417	6.27
2019	1	10	9	30	10	9.5	10.39583	8.12
2019	1	10	10	30	10	10.5	10.43750	9.47
2019	1	10	11	30	10	11.5	10.47917	11.78
2019	1	10	12	30	10	12.5	10.52083	14.15
2019	1	10	13	30	10	13.5	10.56250	13.27
2019	1	10	14	30	10	14.5	10.60417	12.47
2019	1	10	15	30	10	15.5	10.64583	11.94
2019	1	10	16	30	10	16.5	10.68750	11.16
2019	1	10	17	30	10	17.5	10.72917	10.99
2019	1	10	18	30	10	18.5	10.77083	11.00
2019	1	10	19	30	10	19.5	10.81250	11.33
2019	1	10	20	30	10	20.5	10.85417	11.55
2019	1	10	21	30	10	21.5	10.89583	10.81
2019	1	10	22	30	10	22.5	10.93750	9.60
2019	1	10	23	30	10	23.5	10.97917	9.19
2019	1	11	0	30	11	0.5	11.02083	9.28
2019	1	11	1	30	11	1.5	11.06250	9.39
2019	1	11	2	30	11	2.5	11.10417	9.64
2019	1	11	3	30	11	3.5	11.14583	9.68
2019	1	11	4	30	11	4.5	11.18750	9.63
2019	1	11	5	30	11	5.5	11.22917	9.23
2019	1	11	6	30	11	6.5	11.27083	9.18
2019	1	11	7	30	11	7.5	11.31250	8.56
2019	1	11	8	30	11	8.5	11.35417	8.45
2019	1	11	9	30	11	9.5	11.39583	9.82
2019	1	11	10	30	11	10.5	11.43750	10.89
2019	1	11	11	30	11	11.5	11.47917	11.56
2019	1	11	12	30	11	12.5	11.52083	12.78
2019	1	11	13	30	11	13.5	11.56250	14.38
2019	1	11	14	30	11	14.5	11.60417	15.11
2019	1	11	15	30	11	15.5	11.64583	14.88
2019	1	11	16	30	11	16.5	11.68750	14.29
2019	1	11	17	30	11	17.5	11.72917	12.04
2019	1	11	18	30	11	18.5	11.77083	10.65
2019	1	11	19	30	11	19.5	11.81250	9.86
2019	1	11	20	30	11	20.5	11.85417	8.94
2019	1	11	21	30	11	21.5	11.89583	-9999.00
2019	1	11	22	30	11	22.5	11.93750	-9999.00
2019	1	11	23	30	11	23.5	11.97917	-9999.00
2019	1	12	0	30	12	0.5	12.02083	-9999.00
2019	1	12	1	30	12	1.5	12.06250	-9999.00
2019	1	12	2	30	12	2.5	12.10417	-9999.00
2019	1	12	3	30	12	3.5	12.14583	-9999.00
2019	1	12	4	30	12	4.5	12.18750	-9999.00
2019	1	12	5	30	12	5.5	12.22917	-9999.00
2019	1	12	6	30	12	6.5	12.27083	-9999.00
2019	1	12	7	30	12	7.5	12.31250	-9999.00
2019	1	12	8	30	12	8.5	12.35417	-9999.00
2019	1	12	9	30	12	9.5	12.39583	7.10
2019	1	12	10	30	12	10.5	12.43750	10.93
2019	1	12	11	30	12	11.5	12.47917	13.16
2019	1	12	12	30	12	12.5	12.52083	14.80
2019	1	12	13	30	12	13.5	12.56250	15.94
2019	1	12	14	30	12	14.5	12.60417	16.62
2019	1	12	15	30	12	15.5	12.64583	16.43
2019	1	12	16	30	12	16.5	12.68750	15.50
2019	1	12	17	30	12	17.5	12.72917	13.78
2019	1	12	18	30	12	18.5	12.77083	11.66
2019	1	12	19	30	12	19.5	12.81250	10.17
2019	1	12	20	30	12	20.5	12.85417	8.63
2019	1	12	21	30	12	21.5	12.89583	7.07
2019	1	12	22	30	12	22.5	12.93750	7.05
2019	1	12	23	30	12	23.5	12.97917	6.27
2019	1	13	0	30	13	0.5	13.02083	6.33
2019	1	13	1	30	13	1.5	13.06250	6.56
2019	1	13	2	30	13	2.5	13.10417	6.02
2019	1	13	3	30	13	3.5	13.14583	-9999.00
2019	1	13	4	30	13	4.5	13.18750	-9999.00
2019	1	13	5	30	13	5.5	13.22917	-9999.00
2019	1	13	6	30	13	6.5	13.27083	-9999.00
2019	1	13	7	30	13	7.5	13.31250	-9999.00
2019	1	13	8	30	13	8.5	13.35417	6.83
2019	1	13	9	30	13	9.5	13.39583	10.42
2019	1	13	10	30	13	10.5	13.43750	13.21
2019	1	13	11	30	13	11.5	13.47917	14.63
2019	1	13	12	30	13	12.5	13.52083	15.23
2019	1	13	13	30	13	13.5	13.56250	15.88
2019	1	13	14	30	13	14.5	13.60417	16.39
2019	1	13	15	30	13	15.5	13.64583	16.19
2019	1	13	16	30	13	16.5	13.68750	15.05
2019	1	13	17	30	13	17.5	13.72917	12.37
2019	1	13	18	30	13	18.5	13.77083	10.27
2019	1	13	19	30	13	19.5	13.81250	-9999.00
2019	1	13	20	30	13	20.5	13.85417	-9999.00
2019	1	13	21	30	13	21.5	13.89583	-9999.00
2019	1	13	22	30	13	22.5	13.93750	-9999.00
2019	1	13	23	30	13	23.5	13.97917	-9999.00
2019	1	14	0	30	14	0.5	14.02083	-9999.00
2019	1	14	1	30	14	1.5	14.06250	-9999.00
2019	1	14	2	30	14	2.5	14.10417	-9999.00
2019	1	14	3	30	14	3.5	14.14583	4.10
2019	1	14	4	30	14	4.5	14.18750	4.57
2019	1	14	5	30	14	5.5	14.22917	5.81
2019	1	14	6	30	14	6.5	14.27083	6.16
2019	1	14	7	30	14	7.5	14.31250	6.12
2019	1	14	8	30	14	8.5	14.35417	6.68
2019	1	14	9	30	14	9.5	14.39583	8.59
2019	1	14	10	30	14	10.5	14.43750	10.35
2019	1	14	11	30	14	11.5	14.47917	12.20
2019	1	14	12	30	14	12.5	14.52083	12.40
2019	1	14	13	30	14	13.5	14.56250	11.70
2019	1	14	14	30	14	14.5	14.60417	11.81
2019	1	14	15	30	14	15.5	14.64583	12.25
2019	1	14	16	30	14	16.5	14.68750	11.85
2019	1	14	17	30	14	17.5	14.72917	12.05
2019	1	14	18	30	14	18.5	14.77083	11.72
2019	1	14	19	30	14	19.5	14.81250	11.28
2019	1	14	20	30	14	20.5	14.85417	11.23
2019	1	14	21	30	14	21.5	14.89583	10.80
2019	1	14	22	30	14	22.5	14.93750	10.29
2019	1	14	23	30	14	23.5	14.97917	10.16
2019	1	15	0	30	15	0.5	15.02083	8.28
2019	1	15	1	30	15	1.5	15.06250	7.63
2019	1	15	2	30	15	2.5	15.10417	8.94
2019	1	15	3	30	15	3.5	15.14583	10.42
2019	1	15	4	30	15	4.5	15.18750	10.69
2019	1	15	5	30	15	5.5	15.22917	11.47
2019	1	15	6	30	15	6.5	15.27083	11.50
2019	1	15	7	30	15	7.5	15.31250	11.13
2019	1	15	8	30	15	8.5	15.35417	10.67
2019	1	15	9	30	15	9.5	15.39583	10.85
2019	1	15	10	30	15	10.5	15.43750	11.34
2019	1	15	11	30	15	11.5	15.47917	11.27
2019	1	15	12	30	15	12.5	15.52083	11.10
2019	1	15	13	30	15	13.5	15.56250	11.40
2019	1	15	14	30	15	14.5	15.60417	11.31
2019	1	15	15	30	15	15.5	15.64583	11.47
2019	1	15	16	30	15	16.5	15.68750	12.05
2019	1	15	17	30	15	17.5	15.72917	12.42
2019	1	15	18	30	15	18.5	15.77083	12.54
2019	1	15	19	30	15	19.5	15.81250	12.45
2019	1	15	20	30	15	20.5	15.85417	12.02
2019	1	15	21	30	15	21.5	15.89583	12.35
2019	1	15	22	30	15	22.5	15.93750	12.40
2019	1	15	23	30	15	23.5	15.97917	12.39
2019	1	16	0	30	16	0.5	16.02083	12.43
2019	1	16	1	30	16	1.5	16.06250	12.70
2019	1	16	2	30	16	2.5	16.10417	13.08
2019	1	16	3	30	16	3.5	16.14583	12.98
2019	1	16	4	30	16	4.5	16.18750	13.06
2019	1	16	5	30	16	5.5	16.22917	13.23
2019	1	16	6	30	16	6.5	16.27083	13.65
2019	1	16	7	30	16	7.5	16.31250	14.00
2019	1	16	8	30	16	8.5	16.35417	14.60
2019	1	16	9	30	16	9.5	16.39583	15.10
2019	1	16	10	30	16	10.5	16.43750	15.43
2019	1	16	11	30	16	11.5	16.47917	15.46
2019	1	16	12	30	16	12.5	16.52083	15.12
2019	1	16	13	30	16	13.5	16.56250	14.73
2019	1	16	14	30	16	14.5	16.60417	-9999.00
2019	1	16	15	30	16	15.5	16.64583	-9999.00
2019	1	16	16	30	16	16.5	16.68750	-9999.00
2019	1	16	17	30	16	17.5	16.72917	-9999.00
2019	1	16	18	30	16	18.5	16.77083	-9999.00
2019	1	16	19	30	16	19.5	16.81250	-9999.00
2019	1	16	20	30	16	20.5	16.85417	-9999.00
2019	1	16	21	30	16	21.5	16.89583	-9999.00
2019	1	16	22	30	16	22.5	16.93750	-9999.00
2019	1	16	23	30	16	23.5	16.97917	-9999.00
2019	1	17	0	30	17	0.5	17.02083	15.42
2019	1	17	1	30	17	1.5	17.06250	13.96
2019	1	17	2	30	17	2.5	17.10417	13.88
2019	1	17	3	30	17	3.5	17.14583	13.83
2019	1	17	4	30	17	4.5	17.18750	13.31
2019	1	17	5	30	17	5.5	17.22917	13.35
2019	1	17	6	30	17	6.5	17.27083	13.05
2019	1	17	7	30	17	7.5	17.31250	12.33
2019	1	17	8	30	17	8.5	17.35417	13.05
2019	1	17	9	30	17	9.5	17.39583	12.11
2019	1	17	10	30	17	10.5	17.43750	11.43
2019	1	17	11	30	17	11.5	17.47917	11.60
2019	1	17	12	30	17	12.5	17.52083	13.43
2019	1	17	13	30	17	13.5	17.56250	14.37
2019	1	17	14	30	17	14.5	17.60417	14.70
2019	1	17	15	30	17	15.5	17.64583	14.17
2019	1	17	16	30	17	16.5	17.68750	13.64
2019	1	17	17	30	17	17.5	17.72917	13.56
2019	1	17	18	30	17	18.5	17.77083	12.66
2019	1	17	19	30	17	19.5	17.81250	12.68
2019	1	17	20	30	17	20.5	17.85417	12.37
2019	1	17	21	30	17	21.5	17.89583	12.29
2019	1	17	22	30	17	22.5	17.93750	11.83
2019	1	17	23	30	17	23.5	17.97917	11.51
2019	1	18	0	30	18	0.5	18.02083	10.97
2019	1	18	1	30	18	1.5	18.06250	10.96
2019	1	18	2	30	18	2.5	18.10417	10.39
2019	1	18	3	30	18	3.5	18.14583	10.29
2019	1	18	4	30	18	4.5	18.18750	10.28
2019	1	18	5	30	18	5.5	18.22917	10.29
2019	1	18	6	30	18	6.5	18.27083	10.45
2019	1	18	7	30	18	7.5	18.31250	10.56
2019	1	18	8	30	18	8.5	18.35417	10.94
2019	1	18	9	30	18	9.5	18.39583	12.38
2019	1	18	10	30	18	10.5	18.43750	13.84
2019	1	18	11	30	18	11.5	18.47917	14.69
2019	1	18	12	30	18	12.5	18.52083	15.31
2019	1	18	13	30	18	13.5	18.56250	15.54
2019	1	18	14	30	18	14.5	18.60417	15.77
2019	1	18	15	30	18	15.5	18.64583	15.64
2019	1	18	16	30	18	16.5	18.68750	15.19
2019	1	18	17	30	18	17.5	18.72917	14.27
2019	1	18	18	30	18	18.5	18.77083	13.36
2019	1	18	19	30	18	19.5	18.81250	13.01
2019	1	18	20	30	18	20.5	18.85417	12.86
2019	1	18	21	30	18	21.5	18.89583	12.71
2019	1	18	22	30	18	22.5	18.93750	12.81
2019	1	18	23	30	18	23.5	18.97917	12.94
2019	1	19	0	30	19	0.5	19.02083	12.69
2019	1	19	1	30	19	1.5	19.06250	12.39
2019	1	19	2	30	19	2.5	19.10417	12.23
2019	1	19	3	30	19	3.5	19.14583	11.98
2019	1	19	4	30	19	4.5	19.18750	11.93
2019	1	19	5	30	19	5.5	19.22917	12.16
2019	1	19	6	30	19	6.5	19.27083	12.26
2019	1	19	7	30	19	7.5	19.31250	12.12
2019	1	19	8	30	19	8.5	19.35417	12.66
2019	1	19	9	30	19	9.5	19.39583	13.61
2019	1	19	10	30	19	10.5	19.43750	14.63
2019	1	19	11	30	19	11.5	19.47917	15.86
2019	1	19	12	30	19	12.5	19.52083	17.00
2019	1	19	13	30	19	13.5	19.56250	17.74
2019	1	19	14	30	19	14.5	19.60417	18.17
2019	1	19	15	30	19	15.5	19.64583	18.27
2019	1	19	16	30	19	16.5	19.68750	17.98
2019	1	19	17	30	19	17.5	19.72917	16.10
2019	1	19	18	30	19	18.5	19.77083	13.69
2019	1	19	19	30	19	19.5	19.81250	12.59
2019	1	19	20	30	19	20.5	19.85417	12.02
2019	1	19	21	30	19	21.5	19.89583	11.62
2019	1	19	22	30	19	22.5	19.93750	11.13
2019	1	19	23	30	19	23.5	19.97917	11.19
2019	1	20	0	30	20	0.5	20.02083	11.89
2019	1	20	1	30	20	1.5	20.06250	12.02
2019	1	20	2	30	20	2.5	20.10417	12.94
2019	1	20	3	30	20	3.5	20.14583	12.92
2019	1	20	4	30	20	4.5	20.18750	12.55
2019	1	20	5	30	20	5.5	20.22917	12.98
2019	1	20	6	30	20	6.5	20.27083	13.36
2019	1	20	7	30	20	7.5	20.31250	13.27
2019	1	20	8	30	20	8.5	20.35417	13.23
2019	1	20	9	30	20	9.5	20.39583	13.59
2019	1	20	10	30	20	10.5	20.43750	13.68
2019	1	20	11	30	20	11.5	20.47917	14.12
2019	1	20	12	30	20	12.5	20.52083	15.13
2019	1	20	13	30	20	13.5	20.56250	15.75
2019	1	20	14	30	20	14.5	20.60417	15.68
2019	1	20	15	30	20	15.5	20.64583	15.31
2019	1	20	16	30	20	16.5	20.68750	14.46
2019	1	20	17	30	20	17.5	20.72917	13.18
2019	1	20	18	30	20	18.5	20.77083	12.28
2019	1	20	19	30	20	19.5	20.81250	10.55
2019	1	20	20	30	20	20.5	20.85417	9.50
2019	1	20	21	30	20	21.5	20.89583	8.97
2019	1	20	22	30	20	22.5	20.93750	8.99
2019	1	20	23	30	20	23.5	20.97917	8.50
2019	1	21	0	30	21	0.5	21.02083	7.97
2019	1	21	1	30	21	1.5	21.06250	7.91
2019	1	21	2	30	21	2.5	21.10417	7.40
2019	1	21	3	30	21	3.5	21.14583	6.75
2019	1	21	4	30	21	4.5	21.18750	6.42
2019	1	21	5	30	21	5.5	21.22917	-9999.00
2019	1	21	6	30	21	6.5	21.27083	-9999.00
2019	1	21	7	30	21	7.5	21.31250	-9999.00
2019	1	21	8	30	21	8.5	21.35417	6.60
2019	1	21	9	30	21	9.5	21.39583	8.83
2019	1	21	10	30	21	10.5	21.43750	9.68
2019	1	21	11	30	21	11.5	21.47917	10.65
2019	1	21	12	30	21	12.5	21.52083	11.59
2019	1	21	13	30	21	13.5	21.56250	12.25
2019	1	21	14	30	21	14.5	21.60417	12.86
2019	1	21	15	30	21	15.5	21.64583	13.15
2019	1	21	16	30	21	16.5	21.68750	12.44
2019	1	21	17	30	21	17.5	21.72917	10.76
2019	1	21	18	30	21	18.5	21.77083	9.56
2019	1	21	19	30	21	19.5	21.81250	9.34
2019	1	21	20	30	21	20.5	21.85417	8.33
2019	1	21	21	30	21	21.5	21.89583	7.28
2019	1	21	22	30	21	22.5	21.93750	5.78
2019	1	21	23	30	21	23.5	21.97917	5.36
2019	1	22	0	30	22	0.5	22.02083	5.83
2019	1	22	1	30	22	1.5	22.06250	5.39
2019	1	22	2	30	22	2.5	22.10417	4.65
2019	1	22	3	30	22	3.5	22.14583	3.23
2019	1	22	4	30	22	4.5	22.18750	3.72
2019	1	22	5	30	22	5.5	22.22917	3.03
2019	1	22	6	30	22	6.5	22.27083	2.25
2019	1	22	7	30	22	7.5	22.31250	2.45
2019	1	22	8	30	22	8.5	22.35417	3.23
2019	1	22	9	30	22	9.5	22.39583	5.05
2019	1	22	10	30	22	10.5	22.43750	7.01
2019	1	22	11	30	22	11.5	22.47917	8.71
2019	1	22	12	30	22	12.5	22.52083	9.81
2019	1	22	13	30	22	13.5	22.56250	10.69
2019	1	22	14	30	22	14.5	22.60417	11.20
2019	1	22	15	30	22	15.5	22.64583	11.42
2019	1	22	16	30	22	16.5	22.68750	11.39
2019	1	22	17	30	22	17.5	22.72917	10.47
2019	1	22	18	30	22	18.5	22.77083	8.81
2019	1	22	19	30	22	19.5	22.81250	7.04
2019	1	22	20	30	22	20.5	22.85417	6.06
2019	1	22	21	30	22	21.5	22.89583	5.49
2019	1	22	22	30	22	22.5	22.93750	5.21
2019	1	22	23	30	22	23.5	22.97917	5.10
2019	1	23	0	30	23	0.5	23.02083	-9999.00
2019	1	23	1	30	23	1.5	23.06250	-9999.00
